School Code,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,Phone,Lowest Grade,Highest Grade,School Type,District Code,District Name,District Size,District Setting
4465,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,3475 WEST 67TH AVENUE,DENVER,CO,80221,3034281121,Preschool,5th Grade,Elementary  ,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
5388,M. SCOTT CARPENTER MIDDLE SCHOOL,7001 LIPAN STREET,DENVER,CO,80221,3034288583,6th Grade,8th Grade,Middle ,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
5834,MESA ELEMENTARY SCHOOL,9100 LOWELL BOULEVARD,WESTMINSTER,CO,80030,3034282891,Preschool,5th Grade,Elementary  ,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7305,IVER C. RANUM MIDDLE SCHOOL,2401 WEST 80TH AVENUE,DENVER,CO,80221,3034289577,6th Grade,8th Grade,Middle ,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7810,FLYNN ELEMENTARY SCHOOL,8731 LOWELL BOULEVARD,WESTMINSTER,CO,80030,3034282161,Preschool,5th Grade,Elementary  ,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7812,SHAW HEIGHTS MIDDLE SCHOOL,8780 CIRCLE DRIVE,WESTMINSTER,CO,80030,3034289533,6th Grade,8th Grade,Middle ,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7860,SHERRELWOOD ELEMENTARY SCHOOL,8095 KALAMATH DRIVE,DENVER,CO,80221,3034285353,1/2 Day Kindergarten,5th Grade,Elementary  ,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7952,SKYLINE VISTA ELEMENTARY SCHOOL,7395 ZUNI STREET,DENVER,CO,80221,3034282300,Preschool,5th Grade,Elementary  ,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
8406,SUNSET RIDGE ELEMENTARY SCHOOL,9451 HOOKER STREET,WESTMINSTER,CO,80030,3034268907,1/2 Day Kindergarten,5th Grade,Elementary  ,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
8798,TENNYSON KNOLLS ELEMENTARY SCHOOL,6330 TENNYSON STREET,ARVADA,CO,80003,3034294090,1/2 Day Kindergarten,5th Grade,Elementary  ,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
9462,WESTMINSTER ELEMENTARY SCHOOL,7482 IRVING STREET,WESTMINSTER,CO,80030,3034282494,Preschool,5th Grade,Elementary  ,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
9466,WESTMINSTER HIGH SCHOOL,4276 WEST 68TH AVENUE,WESTMINSTER,CO,80030,3034289541,9th Grade,12th Grade,High,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
0114,ORTEGA MIDDLE SCHOOL,401 VICTORIA AVENUE,ALAMOSA,CO,81101,7195871650,6th Grade,8th Grade,Middle ,0100,ALAMOSA RE-11J,"1,201 - 6,000",Outlying City
0115,ALAMOSA ELEMENTARY SCHOOL,1709 WEST 10TH STREET,ALAMOSA,CO,81101,7195871600,1/2 Day Kindergarten,5th Grade,Elementary  ,0100,ALAMOSA RE-11J,"1,201 - 6,000",Outlying City
0118,ALAMOSA HIGH SCHOOL,805 CRAFT DRIVE,ALAMOSA,CO,81101,7195876000,9th Grade,12th Grade,High,0100,ALAMOSA RE-11J,"1,201 - 6,000",Outlying City
0368,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,2431 MAIN STREET,ALAMOSA,CO,81101,7199372112,6th Grade,12th Grade,High,0100,ALAMOSA RE-11J,"1,201 - 6,000",Outlying City
7626,SANGRE DE CRISTO ELEMENTARY SCHOOL,8751 Lane 7 N,MOSCA,CO,81146,7193782321,Preschool,5th Grade,Elementary  ,0110,SANGRE DE CRISTO RE-22J,301 - 600,Rural
7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,8751 Lane 7 N,MOSCA,CO,81146,7193782321,6th Grade,12th Grade,High,0110,SANGRE DE CRISTO RE-22J,301 - 600,Rural
0206,COLORADO'S FINEST ALTERNATIVE HIGH SCHOOL,2323 WEST BAKER,ENGLEWOOD,CO,80110,3039345786,9th Grade,12th Grade,High,0120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
1514,CHARLES HAY WORLD SCHOOL,3195 SOUTH LAFAYETTE STREET,ENGLEWOOD,CO,80113,3037612433,1/2 Day Kindergarten,6th Grade,Elementary  ,0120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
1556,CHERRELYN ELEMENTARY SCHOOL,4500 SOUTH LINCOLN STREET,ENGLEWOOD,CO,80113,3037612102,1/2 Day Kindergarten,6th Grade,Elementary  ,0120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
1652,CLAYTON ELEMENTARY SCHOOL,4600 SOUTH FOX STREET,ENGLEWOOD,CO,80110,3037817831,1/2 Day Kindergarten,6th Grade,Elementary  ,0120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
2746,ENGLEWOOD HIGH SCHOOL,3800 SOUTH LOGAN STREET,ENGLEWOOD,CO,80113,3038062266,9th Grade,12th Grade,High,0120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
2750,ENGLEWOOD LEADERSHIP ACADEMY,3800 S. LOGAN,ENGLEWOOD,CO,80113,3038062266,6th Grade,9th Grade,Middle ,0120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
2752,ENGLEWOOD MIDDLE SCHOOL,300 WEST CHENANGO,ENGLEWOOD,CO,80110,3037817817,7th Grade,8th Grade,Middle ,0120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
5318,ENGLEWOOD EARLY CHILDHOOD EDUCATION CENTER AT MADDOX,700 W. MANSFIELD,ENGLEWOOD,CO,80110,3037817585,Preschool,Preschool,Elementary  ,0120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
9620,WM E BISHOP ELEMENTARY SCHOOL,3100 SOUTH ELATI STREET,ENGLEWOOD,CO,80110,3037611496,1/2 Day Kindergarten,6th Grade,Elementary  ,0120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
3054,SHERIDAN ELEMENTARY,3700 SOUTH KNOX COURT,ENGLEWOOD,CO,80150,7208336989,1/2 Day Kindergarten,2nd Grade,Elementary  ,0123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
7837,FORT LOGAN NORTHGATE,4107 SOUTH FEDERAL BOULEVARD,ENGLEWOOD,CO,80150,7208336988,3rd Grade,8th Grade,Elementary  ,0123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
7842,SHERIDAN HIGH SCHOOL,3201 WEST OXFORD AVENUE,DENVER,CO,80236,7208336987,9th Grade,12th Grade,High,0123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
7843,EARLY CHILDHOOD EDUCATION CENTER,4000 SOUTH LOWELL BOULEVARD,ENGLEWOOD,CO,80150,7208336991,Preschool,Preschool,Elementary  ,0123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
8123,SOAR ACADEMY,3201 WEST OXFORD AVENUE,DENVER,CO,80236,7208336825,6th Grade,12th Grade,High,0123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
0016,FOX HOLLOW ELEMENTARY SCHOOL,6363 SOUTH WACO STREET,AURORA,CO,80116,7208868700,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
0018,LIBERTY MIDDLE SCHOOL,21500 EAST DRY CREEK ROAD,AURORA,CO,80016,7208862400,6th Grade,8th Grade,Middle ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
0141,SKY VISTA MIDDLE SCHOOL,4500 S HIMALAYA STREET,AURORA,CO,80015,7208864711,6th Grade,8th Grade,Middle ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
0242,ANTELOPE RIDGE ELEMENTARY SCHOOL,5455 SOUTH TEMPE STREET,AURORA,CO,80015,7208863300,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
0243,COYOTE HILLS ELEMENTARY SCHOOL,24605 E DAVIES WAY,AURORA,CO,80016,7208863900,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
0348,ARROWHEAD ELEMENTARY SCHOOL,19100 EAST BATES AVENUE,AURORA,CO,80013,7208862800,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
0442,ASPEN CROSSING ELEMENTARY SCHOOL,4655 S HIMALAYA STREET,CENTENNIAL,CO,80015,7208863700,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
0714,BELLEVIEW ELEMENTARY SCHOOL,4851 SOUTH DAYTON STREET,GREENWOOD VILLAGE,CO,80111,7205543100,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1155,BUFFALO TRAIL ELEMENTARY SCHOOL,24300 EAST PROGRESS DRIVE,AURORA,CO,80016,7208864000,Preschool,6th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1273,CANYON CREEK ELEMENTARY SCHOOL,6070 SOUTH VERSAILLES PARKWAY,AURORA,CO,80015,7208863600,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1510,CHALLENGE SCHOOL,9659 EAST MISSISSIPPI AVENUE,DENVER,CO,80231,7207472100,Preschool,8th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1551,CHEROKEE TRAIL HIGH SCHOOL,25901 ARAPAHOE PARKWAY,AURORA,CO,80016,7208861900,9th Grade,12th Grade,High,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1566,CAMPUS MIDDLE SCHOOL,4785 SOUTH DAYTON STREET,GREENWOOD VILLAGE,CO,80111,7205542700,6th Grade,8th Grade,Middle ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1568,WEST MIDDLE SCHOOL,5151 SOUTH HOLLY,GREENWOOD VILLAGE,CO,80121,7205545100,6th Grade,8th Grade,Middle ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1570,CHERRY CREEK HIGH SCHOOL,9300 EAST UNION AVENUE,GREENWOOD VILLAGE,CO,80111,7205542000,9th Grade,12th Grade,High,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1571,CHERRY CREEK CHARTER ACADEMY,6260 SOUTH DAYTON STREET,GREENWOOD VILLAGE,CO,80111,3037798988,1/2 Day Kindergarten,8th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1572,HIGH PLAINS ELEMENTARY SCHOOL,6100 SOUTH FULTON STREET,GREENWOOD VILLAGE,CO,80111,7205543600,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1574,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,2400 EAST QUINCY AVENUE,CHERRY HILLS VILLAGE,CO,80110,7207472700,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1614,CIMARRON ELEMENTARY SCHOOL,17373 EAST LEHIGH PL,AURORA,CO,80013,7208868100,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1916,COTTONWOOD CREEK ELEMENTARY SCHOOL,11200 EAST ORCHARD AVENUE,ENGLEWOOD,CO,80111,7205543200,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1970,CREEKSIDE ELEMENTARY SCHOOL,19993 EAST LONG AVENUE,CENTENNIAL,CO,80016,7208863500,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
2094,DAKOTA VALLEY ELEMENTARY SCHOOL,3950 SOUTH KIRK WAY,AURORA,CO,80013,7208863000,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
2292,DRY CREEK ELEMENTARY SCHOOL,7686 EAST HINSDALE AVENUE,ENGLEWOOD,CO,80112,7205543300,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
2357,EAGLECREST HIGH SCHOOL,5100 SOUTH PICADILLY STREET,CENTENNIAL,CO,80015,7208861000,9th Grade,12th Grade,High,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
2428,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,11777 EAST WESLEY AVENUE,AURORA,CO,80014,7207472200,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
2897,FALCON CREEK MIDDLE SCHOOL,6100 SOUTH GENOA STREET,AURORA,CO,80016,7208867600,6th Grade,8th Grade,Middle ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3030,FOX RIDGE MIDDLE SCHOOL,26301 EAST ARAPAHOE ROAD,AURORA,CO,80016,7208864700,6th Grade,8th Grade,Middle ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3589,GRANDVIEW HIGH SCHOOL,20500 EAST ARAPAHOE ROAD,AURORA,CO,80016,7208866500,9th Grade,12th Grade,High,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3648,GREENWOOD ELEMENTARY SCHOOL,5550 SOUTH HOLLY STREET,GREENWOOD VILLAGE,CO,80111,7205543400,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3926,HERITAGE ELEMENTARY SCHOOL,6867 EAST HERITAGE PLACE SOUTH,CENTENNIAL,CO,80111,7205543500,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3988,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,11000 EAST EXPOSITION,AURORA,CO,80012,7207472300,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4062,HOLLY HILLS ELEMENTARY SCHOOL,6161 EAST CORNELL AVENUE,DENVER,CO,80222,7207472500,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4078,HOMESTEAD ELEMENTARY SCHOOL,7451 SOUTH HOMESTEAD PARKWAY,CENTENNIAL,CO,80112,7205543700,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4100,HORIZON MIDDLE SCHOOL,3981 SOUTH RESERVOIR ROAD,AURORA,CO,80013,7208866100,6th Grade,8th Grade,Middle ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4276,INDEPENDENCE ELEMENTARY SCHOOL,4700 SOUTH MEMPHIS STREET,AURORA,CO,80015,7208868200,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4280,INDIAN RIDGE ELEMENTARY SCHOOL,16501 EAST PROGRESS DRIVE,AURORA,CO,80015,7208868400,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4448,BLACK FOREST HILLS ELEMENTARY SCHOOL,25233 E. GLASGOW DR,AURORA,CO,80016,7208868900,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4896,THE COTTAGE AT HOLLY RIDGE,3301 SOUTH MONACO PARKWAY,DENVER,CO,80222,7205543280,Preschool,Preschool,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4975,LAREDO MIDDLE SCHOOL,5000 SOUTH LAREDO STREET,AURORA,CO,80015,7208865000,6th Grade,8th Grade,Middle ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
5744,MEADOW POINT ELEMENTARY SCHOOL,17901 EAST GRAND AVENUE,AURORA,CO,80015,7208868600,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
5934,MISSION VIEJO ELEMENTARY SCHOOL,3855 SOUTH ALICIA PARKWAY,AURORA,CO,80013,7208868000,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
6225,MOUNTAIN VISTA ELEMENTARY SCHOOL,22200 EAST RADCLIFF PARKWAY,CENTENNIAL,CO,80015,7208862700,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
6367,OPTIONS SCHOOL,16500 E. SMOKEY HILL ROAD,AURORA,CO,80015,7208867380,1/2 Day Kindergarten,12th Grade,High,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
6475,OUTBACK PRESCHOOL,5436 SOUTH RIVIERA WAY,AURORA,CO,80015,7205544000,Preschool,Preschool,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
6619,PRAIRIE PRESCHOOL,12600 EAST JEWELL AVE,AURORA,CO,80012,7205544000,Preschool,Preschool,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
6625,OVERLAND HIGH SCHOOL,12400 EAST JEWELL AVENUE,AURORA,CO,80012,7207473700,9th Grade,12th Grade,High,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
6820,PEAKVIEW ELEMENTARY SCHOOL,19451 EAST PROGRESS CIRCLE,CENTENNIAL,CO,80015,7208863100,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
6955,PINE RIDGE ELEMENTARY SCHOOL,6525 S. WHEATLANDS PARKWAY,AURORA,CO,80016,7208868800,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
7102,POLTON COMMUNITY ELEMENTARY SCHOOL,2985 SOUTH OAKLAND STREET,AURORA,CO,80014,7207472600,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
7116,PONDEROSA ELEMENTARY SCHOOL,1885 SOUTH LIMA STREET,AURORA,CO,80012,7207472800,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
7158,PRAIRIE MIDDLE SCHOOL,12600 EAST JEWELL AVENUE,AURORA,CO,80012,7207473000,6th Grade,8th Grade,Middle ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
7277,RED HAWK RIDGE ELEMENTARY SCHOOL,16251 E GEDDES AVENUE,CENTENNIAL,CO,80112,7208863800,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
7476,ROLLING HILLS ELEMENTARY SCHOOL,5756 SOUTH BISCAY CIRCLE,AURORA,CO,80015,7208863400,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
7559,SAGEBRUSH ELEMENTARY SCHOOL,14700 EAST TEMPLE PLACE,AURORA,CO,80015,7208868300,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8020,SMOKY HILL HIGH SCHOOL,16100 EAST SMOKY HILL ROAD,AURORA,CO,80015,7208865300,9th Grade,12th Grade,High,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8380,SUMMIT ELEMENTARY SCHOOL,18201 EAST QUINCY AVE,AURORA,CO,80015,7208866400,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8394,SUNRISE ELEMENTARY SCHOOL,4050 SOUTH GENOA WAY,AURORA,CO,80013,7208862900,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8848,THUNDER RIDGE MIDDLE SCHOOL,5250 SOUTH PICADILLY STREET,AURORA,CO,80015,7208861500,6th Grade,8th Grade,Middle ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8850,TIMBERLINE ELEMENTARY SCHOOL,5500 SOUTH KILLARNEY STREET,CENTENNIAL,CO,80015,7208863200,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8887,TRAILS WEST ELEMENTARY SCHOOL,5400 SOUTH WACO STREET,CENTENNIAL,CO,80015,7208868500,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
9108,VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,1433 SOUTH OAKLAND STREET,AURORA,CO,80012,7207472000,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
9200,WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,8195 EAST COSTILLA BOULEVARD,CENTENNIAL,CO,80112,7205543800,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
9624,WILLOW CREEK ELEMENTARY SCHOOL,7855 SOUTH WILLOW WAY,CENTENNIAL,CO,80112,7205543900,Preschool,5th Grade,Elementary  ,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
0298,ARAPAHOE HIGH SCHOOL,2201 EAST DRY CREEK ROAD,CENTENNIAL,CO,80122,3033476000,9th Grade,12th Grade,High,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
0752,FRANKLIN ELEMENTARY SCHOOL,1603 EAST EUCLID AVE,CENTENNIAL,CO,80121,3033474500,1/2 Day Kindergarten,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
1382,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,3306 WEST BERRY AVENUE,LITTLETON,CO,80123,3033474425,1/2 Day Kindergarten,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
2382,EAST ELEMENTARY SCHOOL,5933 SOUTH FAIRFIELD STREET,LITTLETON,CO,80120,3033474450,1/2 Day Kindergarten,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
2804,EUCLID MIDDLE SCHOOL,777 WEST EUCLID AVENUE,LITTLETON,CO,80120,3033477800,6th Grade,8th Grade,Middle ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
2926,FIELD ELEMENTARY SCHOOL,5402 SOUTH SHERMAN WAY,LITTLETON,CO,80121,3033474475,1/2 Day Kindergarten,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
3472,GODDARD MIDDLE SCHOOL,3800 WEST BERRY AVENUE,LITTLETON,CO,80123,3033477850,6th Grade,8th Grade,Middle ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
3930,HERITAGE HIGH SCHOOL,1401 WEST GEDDES AVENUE,LITTLETON,CO,80120,3033477600,9th Grade,12th Grade,High,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
3950,HIGHLAND ELEMENTARY SCHOOL,711 EAST EUCLID AVENUE,CENTENNIAL,CO,80121,3033474525,Preschool,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
4316,NEWTON MIDDLE SCHOOL,4001 EAST ARAPAHOE ROAD,CENTENNIAL,CO,80122,3033477900,6th Grade,8th Grade,Middle ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
4447,JOHN WESLEY POWELL MIDDLE SCHOOL,8000 SOUTH CORONA WAY,LITTLETON,CO,80122,3033477850,6th Grade,8th Grade,Middle ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5224,LITTLETON HIGH SCHOOL,199 EAST LITTLETON BLVD,LITTLETON,CO,80121,3033477700,9th Grade,12th Grade,High,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5229,LITTLETON ACADEMY,1200 WEST MINERAL AVENUE,LITTLETON,CO,80120,3037985252,1/2 Day Kindergarten,8th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5233,LITTLETON PREP CHARTER SCHOOL,5301 S. BANNOCK ST.,LITTLETON,CO,80120,3037341995,Preschool,8th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5236,LOIS LENSKI ELEMENTARY SCHOOL,6350 SOUTH FAIRFAX WAY,CENTENNIAL,CO,80121,3033474575,1/2 Day Kindergarten,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5572,HOPKINS ELEMENTARY SCHOOL,7171 SOUTH PENNSYLVANIA STREET,CENTENNIAL,CO,80122,3033474550,Preschool,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5574,TWAIN ELEMENTARY SCHOOL,6901 SOUTH FRANKLIN STREET,CENTENNIAL,CO,80122,3033474700,1/2 Day Kindergarten,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
6292,VILLAGE AT NORTH,1907 WEST POWERS AVENUE,LITTLETON,CO,80120,3033476980,Preschool,Preschool,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
6814,PEABODY ELEMENTARY SCHOOL,3128 EAST MAPLEWOOD AVENUE,CENTENNIAL,CO,80121,3033474625,Preschool,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
7518,RUNYON ELEMENTARY SCHOOL,7455 SOUTH ELATI STREET,LITTLETON,CO,80120,3033474650,1/2 Day Kindergarten,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
7606,SANDBURG ELEMENTARY SCHOOL,6900 SOUTH ELIZABETH STREET,CENTENNIAL,CO,80122,3033474675,Preschool,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
8064,MOODY ELEMENTARY SCHOOL,6390 SOUTH WINDERMERE STREET,LITTLETON,CO,80120,3033474600,Preschool,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
9600,WILDER ELEMENTARY SCHOOL,4300 WEST PONDS CIRCLE,LITTLETON,CO,80123,3033474750,Preschool,5th Grade,Elementary  ,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
2136,DEER TRAIL ELEMENTARY SCHOOL,350 2ND AVENUE,DEER TRAIL,CO,80105,3037694421,Preschool,5th Grade,Elementary  ,0170,DEER TRAIL 26J,300 or less,Rural
2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,350 2ND AVENUE,DEER TRAIL,CO,80105,3037694421,6th Grade,12th Grade,High,0170,DEER TRAIL 26J,300 or less,Rural
0136,APS EARLY BEGINNINGS - A ZOOM SITE,812 JAMAICA STREET,AURORA,CO,80010,3033261018,Preschool,Preschool,Elementary  ,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
0213,AXL ACADEMY,14100 EAST JEWELL AVENUE,AURORA,CO,80012,3033770758,Preschool,8th Grade,Elementary  ,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
0214,ALTURA ELEMENTARY SCHOOL,1650 ALTURA BLVD,AURORA,CO,80011,3033403500,Preschool,5th Grade,Elementary  ,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
0219,APS ONLINE SCHOOL,11700 EAST 11TH AVENUE,AURORA,CO,80010,3033261111,9th Grade,12th Grade,High,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
0310,ARKANSAS ELEMENTARY SCHOOL,17301 EAST ARKANSAS AVE,AURORA,CO,80017,3037550323,Preschool,5th Grade,Elementary  ,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
0458,AURORA ACADEMY CHARTER SCHOOL,10251 EAST 1ST AVE,AURORA,CO,80010,3033675983,1/2 Day Kindergarten,8th Grade,Elementary  ,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
0464,AURORA HILLS MIDDLE SCHOOL,1009 SOUTH UVALDA ST,AURORA,CO,80012,3033417450,6th Grade,8th Grade,Middle ,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
